Region-String,Group-String,RestaurantID-Integer,RestaurantName-String,City-String,Zip-Integer,State-String,Latitude-Double,Longitude-Double,Timezone-Integer,DaylightSavings-Integer,GeoPoint-String,UseRow-String,Owner-String,Capacity-Integer,Type-String,PicturePath-String,Createdate-String,IsActive-String,IsUpdated-String
Region-5,Group-3,829,VILLAGE PIZZA,S Coffeyville,74072,OK,36.957786,-95.57108,-6,1,"36.957786,-95.57108",Yes,,97,Chinies,c:\owner\,3/31/2020,TRUE,
Region-5,Group-4,830,NELLY'S CAFE,Sasakwa,74867,OK,34.948211,-96.53394,-6,1,"34.948211,-96.53394",Yes,,45,Indian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-1,831,SPORTS MANIA BAR & GRILL,Dallas,75386,TX,32.767268,-96.777626,-6,1,"32.767268,-96.777626",Yes,,88,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-2,832,JOHNNY'S BAR,Moscow,75960,TX,30.903688,-94.80916,-6,1,"30.903688,-94.80916",Yes,,79,Indian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-3,833,O'NIEALS,Davilla,76523,TX,30.785114,-97.28058,-6,1,"30.785114,-97.28058",Yes,,32,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-4,834,BROOKLYN DINER,Houston,77089,TX,29.589831,-95.22251,-6,1,"29.589831,-95.22251",Yes,,53,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-1,835,TJ BYRNE'S BAR,La Porte,77571,TX,29.666781,-95.04487,-6,1,"29.666781,-95.04487",Yes,,29,American,c:\owner\,3/31/2020,TRUE,
Region-5,Group-2,836,GRAND AVENUE PIZZA,San Antonio,78221,TX,29.326586,-98.50217,-6,1,"29.326586,-98.50217",Yes,,20,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-3,837,LE MARAIS,Wrightsboro,78677,TX,29.447211,-97.494649,-6,1,"29.447211,-97.494649",Yes,,69,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-4,838,ESTANCIA 460,Silverton,79257,TX,34.444761,-101.32582,-6,1,"34.444761,-101.32582",Yes,,93,Mexican,c:\owner\,3/31/2020,TRUE,
Region-5,Group-1,839,EL NUEVO IZALCO RESTAURANT,El Paso,79986,TX,31.694842,-106.299987,-7,1,"31.694842,-106.299987",Yes,,39,African,c:\owner\,3/31/2020,TRUE,
Region-5,Group-2,840,HENRY ST. ALE HOUSE,Brighton,80601,CO,39.973251,-104.82407,-7,1,"39.973251,-104.82407",Yes,,36,Parsian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-3,841,TIMMY'S DELI,Dolores,81323,CO,37.515311,-108.45204,-7,1,"37.515311,-108.45204",Yes,,49,Asian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-4,842,LOMBARDI'S,Pocatello,83206,ID,42.639474,-112.313836,-7,1,"42.639474,-112.313836",Yes,,70,Parsian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-1,843,VILLA BARONE,Nordman,83848,ID,48.649023,-116.89426,-8,1,"48.649023,-116.89426",Yes,,65,Chinies,c:\owner\,3/31/2020,TRUE,
Region-5,Group-2,844,RAB'S COUNTRY LANE,Santaquin,84655,UT,40.03148,-111.85302,-7,1,"40.03148,-111.85302",Yes,,100,Indian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-3,845,THE TRIPLE CROWN,San Luis,85349,AZ,32.494054,-114.77866,-7,0,"32.494054,-114.77866",Yes,,29,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-4,846,WOOD BINE CATERERS,Ganado,86505,AZ,35.665344,-109.65344,-7,0,"35.665344,-109.65344",Yes,,33,Indian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-1,847,UNFORGETTABLE LOUNGE,Las Cruces,88006,NM,32.305193,-106.786259,-7,1,"32.305193,-106.786259",Yes,,46,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-2,848,ASTORIA BAGEL SHOP,Las Vegas,89110,NV,36.172744,-115.05795,-8,1,"36.172744,-115.05795",Yes,,92,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-3,849,J & M BAKERY,Huntington Park,90255,CA,33.978404,-118.21773,-8,1,"33.978404,-118.21773",Yes,,40,American,c:\owner\,3/31/2020,TRUE,
Region-5,Group-4,850,AMERICAS RESTORANTE,Granada Hills,91394,CA,33.786594,-118.298662,-8,1,"33.786594,-118.298662",Yes,,31,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-1,851,BLAKE & TODD,San Diego,92167,CA,33.016928,-116.846046,-8,1,"33.016928,-116.846046",Yes,,59,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-2,852,MICHAEL'S,Santa Ana,92701,CA,33.747017,-117.86248,-8,1,"33.747017,-117.86248",Yes,,25,Mexican,c:\owner\,3/31/2020,TRUE,
Region-5,Group-3,853,NEW YORK RIFLE CLUB,Bishop,93515,CA,36.626033,-117.218616,-8,1,"36.626033,-117.218616",Yes,,53,African,c:\owner\,3/31/2020,TRUE,
Region-5,Group-4,854,COLONY CLUB,San Francisco,94143,CA,37.76313,-122.458582,-8,1,"37.76313,-122.458582",Yes,,21,Parsian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-1,855,WOMENS NATL. REPUBLICAN CLUB,Sausalito,94966,CA,38.068036,-122.740988,-8,1,"38.068036,-122.740988",Yes,,88,Asian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-2,856,THE CENTURY ASSOCIATION,Elk,95432,CA,39.103897,-123.64617,-8,1,"39.103897,-123.64617",Yes,,11,Parsian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-3,857,REGENCY WHIST CLUB,Elk Creek,95939,CA,39.535446,-122.57667,-8,1,"39.535446,-122.57667",Yes,,56,Chinies,c:\owner\,3/31/2020,TRUE,
Region-5,Group-4,858,HARVARD CLUB,Honolulu,96822,HI,21.31275,-157.82195,-10,0,"21.31275,-157.82195",Yes,,11,Indian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-1,859,THE RIVER CLUB,Canyonville,97417,OR,42.934754,-123.25498,-8,1,"42.934754,-123.25498",Yes,,50,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-2,860,FRIARS NATIONAL ASSOC.,Kirkland,98083,WA,47.432251,-121.803388,-8,1,"47.432251,-121.803388",Yes,,13,Indian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-3,861,UNION CLUB OF CITY OF NEW YORK,Elma,98541,WA,47.03575,-123.40713,-8,1,"47.03575,-123.40713",Yes,,84,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-4,862,NEW YORK JR. LEAGUE,Spokane,99202,WA,47.656692,-117.37899,-8,1,"47.656692,-117.37899",Yes,,77,Italian,c:\owner\,3/31/2020,TRUE,
Region-5,Group-1,863,KNICKERBOCKER CLUB,Venetie,99781,AK,67.015569,-146.41736,-9,1,"67.015569,-146.41736",Yes,,89,American,c:\owner\,3/31/2020,TRUE,
